Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,T2M,GWETTOP,Precipitations_mm,VPD
2025-07-11,30.5,-2.5,26.31,16.86,35.95,,0.0,4.926
2025-07-11,31.5,-7.5,30.28,31.09,25.53,,0.0,2.253
2025-07-11,31.5,-2.5,26.63,19.61,34.6,,0.0,4.421
2025-07-11,32.5,-7.5,30.52,51.73,26.23,,0.0,1.645
2025-07-11,32.5,-2.5,27.32,24.01,30.84,,0.0,3.383
2025-07-11,33.5,-7.5,28.06,70.3,22.35,,0.0,0.802
2025-07-11,33.5,-2.5,27.77,31.88,29.11,,1.3,2.746
2025-07-11,34.5,-7.5,25.01,78.02,21.93,,0.0,0.579
2025-07-11,34.5,-2.5,27.13,42.93,29.01,,0.0,2.287
2025-07-11,35.5,-7.5,21.86,78.75,21.81,,0.2,0.555
2025-07-11,35.5,-2.5,25.64,75.27,25.34,,0.0,0.799
2025-07-12,27.5,-7.5,29.74,12.03,34.65,,0.0,4.851
2025-07-12,27.5,-2.5,27.83,10.92,37.79,,0.0,5.834
2025-07-12,28.5,-7.5,30.37,10.95,34.15,,0.0,4.776
2025-07-12,28.5,-2.5,27.04,10.74,37.8,,0.0,5.849
2025-07-12,29.5,-7.5,31.62,10.78,35.44,,0.0,5.14
2025-07-12,29.5,-2.5,27.96,11.76,36.78,,0.0,5.471
2025-07-12,30.5,-7.5,32.46,17.25,25.37,,0.0,2.68
2025-07-12,30.5,-2.5,28.47,15.82,35.76,,0.0,4.935
2025-07-12,31.5,-7.5,31.78,36.13,22.44,,0.0,1.734
2025-07-12,31.5,-2.5,27.76,21.67,34.05,,0.0,4.178
2025-07-12,32.5,-7.5,31.14,52.6,24.37,,0.0,1.446
2025-07-12,32.5,-2.5,27.94,28.71,29.3,,0.0,2.905
2025-07-12,33.5,-7.5,25.35,67.99,22.49,,0.0,0.872
2025-07-12,33.5,-2.5,29.01,33.69,26.27,,0.0,2.265
2025-07-12,34.5,-7.5,23.76,80.94,22.31,,0.1,0.514
2025-07-12,34.5,-2.5,30.46,41.71,25.23,,0.0,1.872
2025-07-12,35.5,-7.5,24.18,83.46,21.78,,0.3,0.431
2025-07-12,35.5,-2.5,28.73,76.51,24.06,,0.0,0.703
2025-07-13,27.5,-7.5,30.27,29.9,30.24,,0.0,3.015
2025-07-13,27.5,-2.5,22.21,13.45,38.85,,0.0,6.002
2025-07-13,28.5,-7.5,30.58,27.68,30.29,,0.0,3.12
2025-07-13,28.5,-2.5,25.06,12.12,38.55,,0.0,5.997
2025-07-13,29.5,-7.5,31.13,16.29,33.12,,0.0,4.239
2025-07-13,29.5,-2.5,26.47,11.51,36.96,,0.0,5.54
2025-07-13,30.5,-7.5,31.54,19.22,23.96,,0.0,2.405
2025-07-13,30.5,-2.5,26.98,11.57,36.22,,0.0,5.317
2025-07-13,31.5,-7.5,30.53,39.14,23.23,,0.0,1.734
2025-07-13,31.5,-2.5,25.94,12.93,34.94,,0.0,4.879
2025-07-13,32.5,-7.5,29.59,54.95,24.79,,0.0,1.409
2025-07-13,32.5,-2.5,27.69,20.23,30.0,,0.0,3.385
2025-07-13,33.5,-7.5,23.6,71.85,22.56,,0.0,0.77
2025-07-13,33.5,-2.5,28.43,28.74,28.53,,0.0,2.778
2025-07-13,34.5,-7.5,24.79,82.77,22.2,,0.0,0.461
2025-07-13,34.5,-2.5,29.02,39.34,28.31,,0.0,2.335
2025-07-13,35.5,-7.5,28.02,83.62,21.83,,0.0,0.429
2025-07-13,35.5,-2.5,27.62,77.6,23.68,,0.0,0.656
2025-07-14,27.5,-7.5,26.99,29.62,33.42,,0.0,3.624
2025-07-14,27.5,-2.5,21.39,22.99,39.05,,0.0,5.398
2025-07-14,28.5,-7.5,26.4,26.77,33.51,,0.0,3.79
2025-07-14,28.5,-2.5,21.65,19.32,39.65,,0.0,5.84
2025-07-14,29.5,-7.5,26.01,15.82,35.59,,0.0,4.89
2025-07-14,29.5,-2.5,20.31,18.15,38.56,,0.0,5.589
2025-07-14,30.5,-7.5,29.41,17.53,26.67,,0.0,2.884
2025-07-14,30.5,-2.5,21.75,14.07,37.45,,0.0,5.525
2025-07-14,31.5,-7.5,28.56,25.25,26.98,,0.0,2.662
2025-07-14,31.5,-2.5,18.54,13.55,35.74,,0.0,5.063
2025-07-14,32.5,-7.5,30.02,47.24,28.03,,0.0,1.998
2025-07-14,32.5,-2.5,22.01,14.71,32.35,,0.0,4.136
2025-07-14,33.5,-7.5,29.38,69.89,24.06,,0.0,0.902
2025-07-14,33.5,-2.5,22.32,20.01,31.06,,0.0,3.606
2025-07-14,34.5,-7.5,28.46,86.56,23.21,,0.0,0.382
2025-07-14,34.5,-2.5,24.21,40.99,28.19,,0.0,2.255
2025-07-14,35.5,-7.5,29.48,88.41,22.72,,0.0,0.32
2025-07-14,35.5,-2.5,21.9,90.14,24.38,,0.0,0.301
2025-07-15,27.5,-7.5,12.29,26.63,36.97,,0.0,4.596
2025-07-15,27.5,-2.5,24.26,24.88,38.45,,0.0,5.099
2025-07-15,28.5,-7.5,17.79,23.29,37.38,,0.0,4.914
2025-07-15,28.5,-2.5,24.46,24.44,38.43,,0.0,5.123
2025-07-15,29.5,-7.5,19.59,22.36,37.92,,0.0,5.121
2025-07-15,29.5,-2.5,22.98,21.28,38.41,,0.0,5.332
2025-07-15,30.5,-7.5,24.56,29.6,27.69,,0.1,2.613
2025-07-15,30.5,-2.5,24.23,20.4,38.3,,0.0,5.359
2025-07-15,31.5,-7.5,25.72,23.17,29.9,,0.0,3.241
2025-07-15,31.5,-2.5,23.32,14.8,36.94,,0.0,5.329
2025-07-15,32.5,-7.5,27.65,28.53,33.87,,0.0,3.774
2025-07-15,32.5,-2.5,28.19,20.91,32.35,,0.0,3.835
2025-07-15,33.5,-7.5,27.57,63.03,26.8,,0.0,1.303
2025-07-15,33.5,-2.5,28.39,22.07,31.25,,0.0,3.551
2025-07-15,34.5,-7.5,28.2,87.08,23.9,,0.0,0.383
2025-07-15,34.5,-2.5,29.01,34.24,30.01,,0.0,2.792
2025-07-15,35.5,-7.5,30.13,88.38,23.42,,0.0,0.335
2025-07-15,35.5,-2.5,26.54,91.39,24.27,,0.0,0.261
2025-07-16,27.5,-7.5,25.29,23.19,37.85,,0.0,5.047
2025-07-16,27.5,-2.5,26.83,13.22,38.97,,0.0,6.057
2025-07-16,28.5,-7.5,24.77,20.69,38.34,,0.0,5.351
2025-07-16,28.5,-2.5,25.95,12.97,39.6,,0.0,6.283
2025-07-16,29.5,-7.5,23.52,16.82,39.84,,0.0,6.083
2025-07-16,29.5,-2.5,26.17,12.78,38.96,,0.0,6.085
2025-07-16,30.5,-7.5,25.92,25.54,29.31,,0.0,3.036
2025-07-16,30.5,-2.5,27.19,13.02,37.97,,0.0,5.753
2025-07-16,31.5,-7.5,26.14,22.92,30.69,,0.0,3.402
2025-07-16,31.5,-2.5,26.82,15.13,36.75,,0.0,5.253
2025-07-16,32.5,-7.5,28.26,20.42,35.01,,0.0,4.477
2025-07-16,32.5,-2.5,29.97,19.11,32.33,,0.0,3.918
2025-07-16,33.5,-7.5,27.93,56.04,27.76,,0.0,1.639
2025-07-16,33.5,-2.5,30.27,23.92,30.39,,0.0,3.301
2025-07-16,34.5,-7.5,28.51,92.96,23.92,,0.0,0.209
2025-07-16,34.5,-2.5,29.55,33.96,30.06,,0.0,2.812
2025-07-16,35.5,-7.5,29.78,90.46,23.34,,0.0,0.274
2025-07-16,35.5,-2.5,24.9,93.17,25.03,,0.0,0.217
2025-07-17,27.5,-7.5,28.19,14.43,38.45,,0.0,5.808
2025-07-17,27.5,-2.5,28.51,11.19,38.14,,0.0,5.928
2025-07-17,28.5,-7.5,27.28,12.46,38.85,,0.0,6.071
2025-07-17,28.5,-2.5,28.33,11.49,37.94,,0.0,5.844
2025-07-17,29.5,-7.5,25.33,12.4,40.24,,0.0,6.544
2025-07-17,29.5,-2.5,27.92,12.71,36.47,,0.0,5.321
2025-07-17,30.5,-7.5,25.93,19.52,30.28,,0.1,3.47
2025-07-17,30.5,-2.5,28.77,14.08,35.5,,0.0,4.966
2025-07-17,31.5,-7.5,28.43,18.39,30.86,,0.0,3.637
2025-07-17,31.5,-2.5,30.07,14.9,35.13,,0.0,4.819
2025-07-17,32.5,-7.5,29.03,23.9,32.98,,0.0,3.824
2025-07-17,32.5,-2.5,31.0,20.04,30.56,,0.0,3.503
2025-07-17,33.5,-7.5,28.42,65.85,26.3,,0.0,1.168
2025-07-17,33.5,-2.5,31.19,26.33,29.05,,0.0,2.959
2025-07-17,34.5,-7.5,28.9,90.97,24.05,,0.0,0.27
2025-07-17,34.5,-2.5,30.44,32.56,30.68,,0.0,2.975
2025-07-17,35.5,-7.5,29.33,84.63,23.7,,0.0,0.45
2025-07-17,35.5,-2.5,27.75,81.83,25.56,,0.0,0.595
2025-07-18,27.5,-7.5,27.66,13.92,37.69,,0.0,5.608
2025-07-18,27.5,-2.5,28.07,15.78,36.88,,0.0,5.25
2025-07-18,28.5,-7.5,26.95,12.03,38.21,,0.0,5.894
2025-07-18,28.5,-2.5,28.02,15.59,36.65,,0.0,5.196
2025-07-18,29.5,-7.5,25.74,10.86,39.49,,0.0,6.398
2025-07-18,29.5,-2.5,29.25,15.33,35.28,,0.0,4.835
2025-07-18,30.5,-7.5,28.43,17.54,29.16,,0.0,3.334
2025-07-18,30.5,-2.5,29.73,16.26,34.44,,0.0,4.564
2025-07-18,31.5,-7.5,29.29,23.15,28.2,,0.0,2.939
2025-07-18,31.5,-2.5,29.84,14.99,33.81,,0.0,4.474
2025-07-18,32.5,-7.5,29.35,36.39,28.91,,0.0,2.535
2025-07-18,32.5,-2.5,30.37,14.25,31.01,,0.0,3.854
2025-07-18,33.5,-7.5,28.56,68.86,24.24,,0.0,0.943
2025-07-18,33.5,-2.5,30.34,21.99,30.83,,0.0,3.471
2025-07-18,34.5,-7.5,27.99,82.44,23.63,,0.0,0.512
2025-07-18,34.5,-2.5,29.7,25.51,31.07,,0.0,3.36
2025-07-18,35.5,-7.5,28.67,80.04,23.03,,0.0,0.562
2025-07-18,35.5,-2.5,27.57,73.53,26.5,,0.0,0.916
2025-07-19,27.5,-7.5,28.07,24.01,35.42,,0.0,4.373
2025-07-19,27.5,-2.5,27.98,12.13,37.01,,0.0,5.517
2025-07-19,28.5,-7.5,28.04,20.42,36.16,,0.0,4.769
2025-07-19,28.5,-2.5,29.07,12.46,37.84,,0.0,5.749
2025-07-19,29.5,-7.5,27.92,13.82,38.42,,0.0,5.84
2025-07-19,29.5,-2.5,29.37,13.08,36.53,,0.0,5.316
2025-07-19,30.5,-7.5,28.56,20.39,28.67,,0.0,3.129
2025-07-19,30.5,-2.5,29.55,13.89,36.08,,0.0,5.138
2025-07-19,31.5,-7.5,28.51,32.44,26.58,,0.0,2.35
2025-07-19,31.5,-2.5,29.46,15.79,35.17,,0.0,4.779
2025-07-19,32.5,-7.5,29.53,49.15,26.95,,0.0,1.808
2025-07-19,32.5,-2.5,29.52,18.66,31.15,,0.0,3.685
2025-07-19,33.5,-7.5,28.96,70.55,23.39,,0.0,0.847
2025-07-19,33.5,-2.5,29.5,21.98,29.88,,0.0,3.288
2025-07-19,34.5,-7.5,28.23,81.2,22.82,,0.0,0.522
2025-07-19,34.5,-2.5,29.93,24.4,28.59,,0.0,2.957
2025-07-19,35.5,-7.5,29.68,81.35,22.31,,0.0,0.502
2025-07-19,35.5,-2.5,28.29,70.48,25.74,,0.0,0.977
2025-07-20,27.5,-7.5,28.01,29.88,32.72,,0.0,3.472
2025-07-20,27.5,-2.5,28.32,10.27,37.42,,0.0,5.76
2025-07-20,28.5,-7.5,27.97,28.92,33.22,,0.0,3.62
2025-07-20,28.5,-2.5,28.16,9.46,38.26,,0.0,6.083
2025-07-20,29.5,-7.5,28.3,18.57,35.99,,0.0,4.835
2025-07-20,29.5,-2.5,28.82,10.37,37.41,,0.0,5.751
2025-07-20,30.5,-7.5,29.7,20.0,27.74,,0.0,2.978
2025-07-20,30.5,-2.5,29.98,11.31,36.36,,0.0,5.374
2025-07-20,31.5,-7.5,29.07,32.0,26.54,,0.0,2.36
2025-07-20,31.5,-2.5,28.98,12.51,35.51,,0.0,5.059
2025-07-20,32.5,-7.5,28.9,47.49,25.93,,0.0,1.758
2025-07-20,32.5,-2.5,26.49,16.36,31.93,,0.0,3.961
2025-07-20,33.5,-7.5,28.06,70.44,22.96,,0.0,0.828
2025-07-20,33.5,-2.5,22.15,23.84,30.39,,0.0,3.304
2025-07-20,34.5,-7.5,28.67,82.67,22.61,,0.0,0.475
2025-07-20,34.5,-2.5,26.1,24.35,30.93,,0.0,3.385
2025-07-20,35.5,-7.5,28.64,84.62,21.97,,0.0,0.406
2025-07-20,35.5,-2.5,27.01,69.65,25.47,,0.0,0.989
2025-07-21,27.5,-7.5,28.13,30.81,32.41,,0.0,3.367
2025-07-21,27.5,-2.5,28.48,10.92,38.17,,0.0,5.956
2025-07-21,28.5,-7.5,28.11,31.73,32.39,,0.0,3.318
2025-07-21,28.5,-2.5,28.24,10.52,38.21,,0.0,5.995
2025-07-21,29.5,-7.5,28.19,21.69,35.1,,0.0,4.427
2025-07-21,29.5,-2.5,29.47,10.59,37.11,,0.0,5.644
2025-07-21,30.5,-7.5,28.91,17.55,28.13,,0.0,3.14
2025-07-21,30.5,-2.5,29.84,11.04,36.37,,0.0,5.393
2025-07-21,31.5,-7.5,28.44,30.41,26.75,,0.1,2.445
2025-07-21,31.5,-2.5,29.71,11.45,35.31,,0.0,5.065
2025-07-21,32.5,-7.5,28.89,48.84,26.29,,0.0,1.749
2025-07-21,32.5,-2.5,29.31,11.32,32.18,,0.0,4.259
2025-07-21,33.5,-7.5,27.15,69.8,22.91,,0.2,0.844
2025-07-21,33.5,-2.5,28.25,18.24,31.55,,0.0,3.79
2025-07-21,34.5,-7.5,28.82,77.79,22.22,,0.0,0.595
2025-07-21,34.5,-2.5,28.6,27.44,29.46,,0.0,2.985
2025-07-21,35.5,-7.5,29.74,76.35,21.56,,0.0,0.609
2025-07-21,35.5,-2.5,26.85,74.94,24.37,,0.0,0.765
2025-07-22,27.5,-7.5,29.15,28.98,33.38,,0.0,3.649
2025-07-22,27.5,-2.5,29.08,9.88,38.55,,0.0,6.15
2025-07-22,28.5,-7.5,29.22,27.06,33.77,,0.0,3.83
2025-07-22,28.5,-2.5,27.27,9.22,38.91,,0.0,6.316
2025-07-22,29.5,-7.5,28.75,15.43,37.14,,0.0,5.347
2025-07-22,29.5,-2.5,29.67,9.21,37.5,,0.0,5.854
2025-07-22,30.5,-7.5,28.95,15.66,29.2,,0.0,3.418
2025-07-22,30.5,-2.5,30.1,9.58,36.71,,0.0,5.584
2025-07-22,31.5,-7.5,28.23,28.94,27.13,,0.0,2.553
2025-07-22,31.5,-2.5,29.78,9.49,35.96,,0.0,5.365
2025-07-22,32.5,-7.5,28.86,45.47,26.41,,0.0,1.878
2025-07-22,32.5,-2.5,29.19,10.29,32.77,,0.0,4.455
2025-07-22,33.5,-7.5,28.45,66.92,22.82,,0.0,0.919
2025-07-22,33.5,-2.5,20.9,24.77,30.79,,0.0,3.339
2025-07-22,34.5,-7.5,28.99,77.62,22.46,,0.0,0.608
2025-07-22,34.5,-2.5,21.27,32.13,29.42,,0.0,2.785
2025-07-22,35.5,-7.5,29.95,82.13,21.87,,0.0,0.469
2025-07-22,35.5,-2.5,21.71,87.42,23.7,,0.0,0.369
2025-07-23,27.5,-7.5,28.85,30.7,31.92,,0.0,3.28
2025-07-23,27.5,-2.5,28.68,7.09,37.04,,0.0,5.842
2025-07-23,28.5,-7.5,28.81,27.32,32.98,,0.0,3.652
2025-07-23,28.5,-2.5,27.69,7.35,37.23,,0.0,5.887
2025-07-23,29.5,-7.5,27.23,12.87,36.94,,0.0,5.449
2025-07-23,29.5,-2.5,29.6,8.13,36.01,,0.0,5.461
2025-07-23,30.5,-7.5,27.97,14.96,27.8,,0.0,3.177
2025-07-23,30.5,-2.5,29.79,9.06,35.38,,0.0,5.221
2025-07-23,31.5,-7.5,28.42,29.7,26.78,,0.0,2.474
2025-07-23,31.5,-2.5,29.44,9.63,34.72,,0.0,5.003
2025-07-23,32.5,-7.5,28.68,45.11,26.46,,0.0,1.896
2025-07-23,32.5,-2.5,25.98,10.25,31.29,,0.0,4.099
2025-07-23,33.5,-7.5,25.01,71.98,22.64,,0.0,0.77
2025-07-23,33.5,-2.5,25.81,17.06,30.43,,0.0,3.607
2025-07-23,34.5,-7.5,26.69,84.14,22.68,,0.0,0.437
2025-07-23,34.5,-2.5,22.3,31.57,30.16,,0.0,2.93
2025-07-23,35.5,-7.5,27.35,83.12,22.3,,0.0,0.455
2025-07-23,35.5,-2.5,23.69,84.25,23.81,,0.0,0.465
2025-07-24,27.5,-7.5,28.67,29.34,32.26,,0.0,3.409
2025-07-24,27.5,-2.5,25.39,10.86,36.94,,0.0,5.575
2025-07-24,28.5,-7.5,28.59,25.73,33.4,,0.0,3.82
2025-07-24,28.5,-2.5,24.98,11.5,37.67,,0.0,5.759
2025-07-24,29.5,-7.5,28.11,13.28,36.83,,0.0,5.391
2025-07-24,29.5,-2.5,24.32,12.2,36.41,,0.0,5.335
2025-07-24,30.5,-7.5,27.95,12.38,27.55,,0.0,3.226
2025-07-24,30.5,-2.5,25.48,13.19,35.27,,0.0,4.954
2025-07-24,31.5,-7.5,26.31,19.26,28.09,,0.0,3.068
2025-07-24,31.5,-2.5,25.95,12.35,34.94,,0.0,4.912
2025-07-24,32.5,-7.5,25.7,44.26,27.4,,0.0,2.034
2025-07-24,32.5,-2.5,27.8,11.2,32.06,,0.0,4.236
2025-07-24,33.5,-7.5,25.14,67.28,23.39,,0.0,0.941
2025-07-24,33.5,-2.5,26.36,20.83,30.3,,0.0,3.417
2025-07-24,34.5,-7.5,27.4,79.93,22.61,,0.0,0.551
2025-07-24,34.5,-2.5,22.76,31.44,29.63,,0.0,2.848
2025-07-24,35.5,-7.5,28.47,79.26,21.92,,0.0,0.546
2025-07-24,35.5,-2.5,17.31,78.93,25.03,,0.0,0.669
2025-07-25,27.5,-7.5,29.07,33.26,30.7,,0.0,2.947
2025-07-25,27.5,-2.5,27.25,13.67,38.0,,0.0,5.719
2025-07-25,28.5,-7.5,28.96,31.37,31.55,,0.0,3.181
2025-07-25,28.5,-2.5,27.53,10.31,38.32,,0.0,6.045
2025-07-25,29.5,-7.5,28.5,19.33,34.91,,0.0,4.513
2025-07-25,29.5,-2.5,26.26,11.13,37.86,,0.0,5.843
2025-07-25,30.5,-7.5,28.51,16.47,27.97,,0.0,3.152
2025-07-25,30.5,-2.5,23.11,12.38,36.78,,0.0,5.432
2025-07-25,31.5,-7.5,27.66,17.18,30.26,,0.0,3.567
2025-07-25,31.5,-2.5,21.16,14.1,36.09,,0.0,5.128
2025-07-25,32.5,-7.5,28.37,32.64,32.19,,0.0,3.237
2025-07-25,32.5,-2.5,21.74,17.23,32.52,,0.0,4.053
2025-07-25,33.5,-7.5,27.85,68.14,25.28,,0.0,1.026
2025-07-25,33.5,-2.5,21.49,28.18,30.19,,0.0,3.081
2025-07-25,34.5,-7.5,27.58,87.82,23.81,,0.0,0.359
2025-07-25,34.5,-2.5,18.45,65.63,26.02,,0.0,1.157
2025-07-25,35.5,-7.5,28.91,88.92,23.5,,0.0,0.321
2025-07-25,35.5,-2.5,22.48,92.2,24.53,,0.9,0.24
2025-07-26,27.5,-7.5,28.14,23.28,34.11,,0.0,4.106
2025-07-26,27.5,-2.5,27.69,13.87,38.53,,0.0,5.871
2025-07-26,28.5,-7.5,28.28,24.85,33.58,,0.0,3.905
2025-07-26,28.5,-2.5,27.97,12.23,37.98,,0.0,5.808
2025-07-26,29.5,-7.5,28.5,17.5,36.02,,0.0,4.907
2025-07-26,29.5,-2.5,27.6,11.24,37.47,,0.0,5.714
2025-07-26,30.5,-7.5,29.79,16.18,28.87,,0.0,3.332
2025-07-26,30.5,-2.5,27.86,10.09,37.2,,0.0,5.703
2025-07-26,31.5,-7.5,29.43,26.04,29.29,,0.0,3.013
2025-07-26,31.5,-2.5,26.98,12.91,36.82,,0.0,5.411
2025-07-26,32.5,-7.5,27.9,51.19,29.67,,0.0,2.032
2025-07-26,32.5,-2.5,27.79,28.22,31.93,,0.0,3.399
2025-07-26,33.5,-7.5,25.71,82.77,24.92,,0.0,0.543
2025-07-26,33.5,-2.5,28.48,44.81,27.84,,0.0,2.067
2025-07-26,34.5,-7.5,24.54,94.41,23.96,,0.0,0.166
2025-07-26,34.5,-2.5,28.98,55.58,26.6,,0.0,1.547
2025-07-26,35.5,-7.5,28.59,87.83,23.82,,0.0,0.359
2025-07-26,35.5,-2.5,27.48,87.28,24.1,,0.0,0.382
2025-07-27,27.5,-7.5,27.29,15.63,37.17,,0.0,5.343
2025-07-27,27.5,-2.5,27.58,12.57,39.1,,0.0,6.145
2025-07-27,28.5,-7.5,28.14,13.32,36.95,,0.0,5.424
2025-07-27,28.5,-2.5,27.41,13.31,39.04,,0.0,6.074
2025-07-27,29.5,-7.5,27.49,13.73,38.52,,0.0,5.878
2025-07-27,29.5,-2.5,27.51,14.34,37.67,,0.0,5.574
2025-07-27,30.5,-7.5,27.84,21.07,29.68,,0.0,3.288
2025-07-27,30.5,-2.5,28.76,16.72,36.85,,0.0,5.183
2025-07-27,31.5,-7.5,28.91,28.07,29.75,,0.0,3.008
2025-07-27,31.5,-2.5,28.93,18.42,36.0,,0.0,4.847
2025-07-27,32.5,-7.5,28.15,55.96,29.9,,0.0,1.858
2025-07-27,32.5,-2.5,30.28,24.82,30.82,,0.0,3.343
2025-07-27,33.5,-7.5,24.91,84.09,24.51,,0.0,0.489
2025-07-27,33.5,-2.5,30.34,30.11,28.33,,0.0,2.693
2025-07-27,34.5,-7.5,21.44,93.96,23.7,,0.0,0.177
2025-07-27,34.5,-2.5,29.76,33.49,28.88,,0.0,2.646
2025-07-27,35.5,-7.5,24.09,85.16,23.39,,0.0,0.427
2025-07-27,35.5,-2.5,27.63,84.83,24.69,,0.0,0.472
2025-07-28,27.5,-7.5,28.24,14.69,37.88,,0.0,5.615
2025-07-28,27.5,-2.5,27.58,13.47,38.1,,0.0,5.763
2025-07-28,28.5,-7.5,27.8,15.61,38.06,,0.0,5.609
2025-07-28,28.5,-2.5,28.32,12.98,37.53,,0.0,5.62
2025-07-28,29.5,-7.5,27.09,15.43,39.0,,0.0,5.912
2025-07-28,29.5,-2.5,28.99,13.03,35.97,,0.0,5.158
2025-07-28,30.5,-7.5,28.38,21.61,29.15,,0.0,3.167
2025-07-28,30.5,-2.5,29.43,14.87,34.85,,0.0,4.747
2025-07-28,31.5,-7.5,29.38,27.45,29.19,,0.0,2.938
2025-07-28,31.5,-2.5,29.33,16.84,34.46,,0.0,4.538
2025-07-28,32.5,-7.5,28.84,48.55,29.57,,0.0,2.13
2025-07-28,32.5,-2.5,30.01,20.84,30.19,,0.0,3.395
2025-07-28,33.5,-7.5,27.97,79.78,24.36,,0.0,0.616
2025-07-28,33.5,-2.5,30.16,25.24,28.81,,0.0,2.962
2025-07-28,34.5,-7.5,27.99,94.05,23.27,,0.0,0.17
2025-07-28,34.5,-2.5,29.52,29.15,30.03,,0.0,3.011
2025-07-28,35.5,-7.5,28.35,92.83,22.53,,0.0,0.196
2025-07-28,35.5,-2.5,27.05,81.7,25.55,,0.0,0.599
2025-07-29,27.5,-7.5,28.04,14.56,36.51,,0.0,5.22
2025-07-29,27.5,-2.5,27.71,12.76,37.38,,0.0,5.588
2025-07-29,28.5,-7.5,28.81,13.24,37.09,,0.0,5.471
2025-07-29,28.5,-2.5,27.06,12.78,37.22,,0.0,5.539
2025-07-29,29.5,-7.5,29.63,11.32,38.65,,0.0,6.084
2025-07-29,29.5,-2.5,27.99,12.92,36.25,,0.0,5.245
2025-07-29,30.5,-7.5,30.59,16.29,28.55,,0.0,3.267
2025-07-29,30.5,-2.5,28.83,13.07,35.67,,0.0,5.072
2025-07-29,31.5,-7.5,30.5,29.01,27.1,,0.0,2.546
2025-07-29,31.5,-2.5,28.76,13.65,34.91,,0.0,4.831
2025-07-29,32.5,-7.5,29.66,53.09,27.1,,0.0,1.682
2025-07-29,32.5,-2.5,29.01,16.66,31.17,,0.0,3.78
2025-07-29,33.5,-7.5,28.03,80.31,22.79,,0.0,0.546
2025-07-29,33.5,-2.5,29.27,24.25,28.99,,0.0,3.032
2025-07-29,34.5,-7.5,22.56,85.91,22.95,,0.0,0.395
2025-07-29,34.5,-2.5,28.9,34.25,28.12,,0.0,2.503
2025-07-29,35.5,-7.5,21.61,88.11,22.79,,0.0,0.33
2025-07-29,35.5,-2.5,26.81,90.16,24.68,,0.0,0.306
2025-07-30,27.5,-7.5,28.97,20.76,34.53,,0.0,4.341
2025-07-30,27.5,-2.5,28.35,12.08,37.83,,0.0,5.771
2025-07-30,28.5,-7.5,28.84,17.34,35.16,,0.0,4.689
2025-07-30,28.5,-2.5,28.46,12.29,37.73,,0.0,5.726
2025-07-30,29.5,-7.5,29.72,12.43,37.25,,0.0,5.57
2025-07-30,29.5,-2.5,28.54,12.58,36.95,,0.0,5.47
2025-07-30,30.5,-7.5,30.2,18.46,28.29,,0.0,3.134
2025-07-30,30.5,-2.5,28.8,12.85,36.67,,0.0,5.371
2025-07-30,31.5,-7.5,29.9,28.06,27.61,,0.0,2.658
2025-07-30,31.5,-2.5,28.71,14.57,35.3,,0.0,4.884
2025-07-30,32.5,-7.5,28.77,53.93,27.67,,0.0,1.708
2025-07-30,32.5,-2.5,29.12,17.31,31.53,,0.0,3.828
2025-07-30,33.5,-7.5,28.02,80.36,23.42,,0.0,0.566
2025-07-30,33.5,-2.5,29.07,30.07,29.28,,0.0,2.847
2025-07-30,34.5,-7.5,27.43,92.37,23.94,,0.0,0.227
2025-07-30,34.5,-2.5,28.22,49.22,26.84,,0.0,1.793
2025-07-30,35.5,-7.5,27.37,87.33,23.86,,0.0,0.375
2025-07-30,35.5,-2.5,26.26,86.44,24.35,,0.0,0.413
2025-07-31,27.5,-7.5,28.39,21.82,34.3,,0.0,4.228
2025-07-31,27.5,-2.5,26.99,10.67,37.33,,0.0,5.707
2025-07-31,28.5,-7.5,28.87,18.83,35.03,,0.0,4.571
2025-07-31,28.5,-2.5,27.11,10.9,37.44,,0.0,5.726
2025-07-31,29.5,-7.5,29.03,14.48,37.07,,0.0,5.387
2025-07-31,29.5,-2.5,28.14,11.27,36.75,,0.0,5.492
2025-07-31,30.5,-7.5,29.79,21.49,28.03,,0.0,2.973
2025-07-31,30.5,-2.5,28.73,11.61,36.76,,0.0,5.474
2025-07-31,31.5,-7.5,29.08,27.79,28.33,,0.0,2.782
2025-07-31,31.5,-2.5,27.54,13.38,35.59,,0.0,5.031
2025-07-31,32.5,-7.5,28.56,48.7,29.13,,0.0,2.07
2025-07-31,32.5,-2.5,28.51,14.9,31.92,,0.0,4.028
2025-07-31,33.5,-7.5,28.09,78.9,24.36,,0.0,0.643
2025-07-31,33.5,-2.5,28.77,31.16,29.47,,0.0,2.833
2025-07-31,34.5,-7.5,25.72,90.9,24.2,,0.0,0.275
2025-07-31,34.5,-2.5,27.23,58.42,25.45,,0.0,1.353
2025-07-31,35.5,-7.5,26.67,89.71,23.87,,0.0,0.305
2025-07-31,35.5,-2.5,24.95,87.0,24.02,,0.0,0.388
2025-08-01,27.5,-7.5,22.33,19.82,35.7,,0.0,4.685
2025-08-01,27.5,-2.5,22.2,12.81,38.12,,0.0,5.814
2025-08-01,28.5,-7.5,23.11,17.22,35.92,,0.0,4.896
2025-08-01,28.5,-2.5,22.74,11.48,38.1,,0.0,5.896
2025-08-01,29.5,-7.5,26.02,12.96,37.8,,0.0,5.704
